- K 42.93589222418519 -71.45653617798862 23.86 O '{"name": "Merrimack River"}' *
- K - - 24.00 MP '{"name": "N24"}' *
- K - - 24.03 S '{"name": "Goffs Falls", "offset": 0}' *
- K 42.938788029280296 -71.45545945246008 24.08 X '{"name": "Pine Island Rd (971022E)"}' *
- K 42.94449218086509 -71.45763863364401 24.55 X '{"name": "Winston Rd (053242S)"}' *
- K 42.9473677 -71.4589931 24.69 U '{"name": "I-293 East (053243Y)"}' *
- K 42.9475939 -71.4591831 24.70 U '{"name": "I-293 West (053244F)"}' *
- K - - 25.00 MP '{"name": "N25"}' *
- K - - 25.93 S '{"name": "South Manchester", "offset": 0}' *
- K 42.96290732589799 -71.47213044092761 26.00 X '{"name": "West Mitchell St (053245M)"}' *
- K - - 26.00 MP '{"name": "N26"}' *
- K 42.970789368308 -71.47157347713387 26.60 X '{"name": "Sundial Ave (845635N)"}' *
- K 42.97324636138533 -71.4703784417573 26.70 X '{"name": "Byron St (053246U)"}' *
- K 42.973598 -71.470497 26.78 U '{"name": "Queen City Ave (053247B)"}' *
- K - - 27.00 MP '{"name": "N27"}' *
- K - - 27.45 S '{"name": "Manchester"}' *
- K 42.98564457388344 -71.46613366224963 27.60 X '{"name": "Depot St (053250J)"}' *
- K 42.986498988803625 -71.4665337940531 27.70 X '{"name": "Granite St (053250J)"}' *
- K 42.98870221234679 -71.46731786201771 27.90 X '{"name": "Pleasant St (845632T)"}' *
- K 42.99150164269024 -71.46662906956024 28.00 X '{"name": "Ped Xing No 1 (053252X)"}' *
- K - - 28.00 MP '{"name": "N28"}' *
- K 42.99327058136074 -71.46615527421983 28.20 X '{"name": "Spring St (845631L)"}' *
- K 42.995129875795044 -71.46648284531207 28.30 X '{"name": "Kidder St (845630E)"}' *
- K 42.99727778546048 -71.46689125009624 28.50 X '{"name": "Ped Xing No 2 (053253E)"}' *
- K 42.999561768595385 -71.46731186318523 28.60 X '{"name": "Commercial St (845629K)"}' *
- K 43.0031681 -71.4685777 28.94 U '{"name": "Amoskeag St East (053255T)"}' *
- K 43.0035016 -71.4686806 28.96 U '{"name": "Amoskeag St West (053256A)"}' *
- K - - 29.00 MP '{"name": "N29"}' *
- K - - 30.00 MP '{"name": "N30"}' *
- K 43.027212784227004 -71.47845419002354 30.70 X '{"name": "Chauncey Ave (053257G)"}' *
- K - - 31.00 MP '{"name": "N31"}' *
- K 43.0400706 -71.4602144 32.00 U '{"name": "I-93 South (053258N)"}' *
- K - - 32.00 MP '{"name": "N32"}' *
- K 43.0402819 -71.4598003 32.01 U '{"name": "I-93 North (053259V)"}' *
- K 43.04472861008992 -71.45249595523163 32.51 O '{"name": "Messer Brook"}' *
- K - - 33.00 MP '{"name": "N33"}' *
- K 43.05390029965962 -71.45309033265677 33.08 O '{"name": "Dalton Brook"}' *
- K - - 33.45 S '{"name": "Martin"}' *
- K 43.06346729931233 -71.46216049944512 33.78 O '{"name": "Peters Brook"}' *
- K - - 34.00 MP '{"name": "N34"}' *
- K - - 35.00 MP '{"name": "N35"}' *
- K - - 36.00 MP '{"name": "N36"}' *
- K 43.09591432169086 -71.46382165706771 36.24 O '{"name": "Merrimack River"}' *
- K 43.09669270945434 -71.4639764996626 36.30 X '{"name": "Londonderry Turnpike (971023L)"}' *
- K - - 36.35 S '{"name": "Hooksett"}' *
- K 43.10250104253435 -71.46766733914963 36.80 X '{"name": "Edgewater Dr (532261W)"}' *
- K - - 37.00 MP '{"name": "N37"}' *
- K - - 38.00 S '{"name": "End of Main Track"}' *
- K - - 38.00 MP '{"name": "N38"}' *
- K 43.12511534538813 -71.46965414025604 38.30 X '{"name": "River Rd (053262D)"}' *
- K - - 39.00 MP '{"name": "N39"}' *
- K 43.1381348 -71.4725557 39.26 X '{"name": "River Rd (053264S)"}' *
- K 43.142740831717084 -71.47556163668312 39.62 O '{"name": "Bow Bog Brook"}' *
- K - - 40.00 MP '{"name": "N40"}' *
- K 43.15030254443073 -71.48257590384836 40.26 X '{"name": "Ferry Rd (053264S)"}' *
- K - - 41.00 MP '{"name": "N41"}' *
- K 43.164201458069655 -71.50785233118039 41.89 X '{"name": "Garvin Falls Rd (PVT) (053265Y)"}' *
- K - - 42.00 MP '{"name": "N42"}' *
- K 43.16913290791024 -71.52446716199954 42.77 O '{"name": "Turkey River"}' *
- K - - 43.00 MP '{"name": "N43"}' *
- K 43.17229049364639 -71.52681486988594 43.01 X '{"name": "Hall St (053266F)"}' *
- K - - 44.00 MP '{"name": "N44"}' *
- K - - 45.00 MP '{"name": "N45"}' *
- K - - 46.00 MP '{"name": "N46"}' *
